,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count,tconst,primary_title,start_year,runtime_minutes,G1,G2,G3,id_budg,release_date_budg,production_budget,domestic_gross,worldwide_gross,release_month
American Sniper,11057,"[10752, 28]",190859,en,18.473,2014-12-25,7.4,7658,tt2179136,American Sniper,2014.0,133.0,Action,Biography,Drama,57,"Dec 25, 2014",58000000,350126372,547326372,12
American Ultra,14321,"[35, 28]",261392,en,9.97,2015-08-21,6.0,1756,tt3316948,American Ultra,2015.0,96.0,Action,Comedy,Sci-Fi,72,"Aug 21, 2015",28000000,14439985,30295028,8
Amigo,4143,"[18, 36, 10752]",72913,en,0.84,2011-08-19,4.8,4,tt1562847,Amigo,2010.0,124.0,Drama,War,,94,"Aug 19, 2011",1500000,184705,184705,8
Amnesiac,14654,"[53, 9648, 18, 27]",351043,en,6.144,2015-08-14,4.5,95,tt2693114,Amnesiac,2013.0,90.0,Drama,Horror,Thriller,72,"Aug 14, 2015",3000000,0,0,8
Amnesiac,14654,"[53, 9648, 18, 27]",351043,en,6.144,2015-08-14,4.5,95,tt2837336,Amnesiac,2014.0,90.0,Drama,Horror,Mystery,72,"Aug 14, 2015",3000000,0,0,8
Amour,5293,"[18, 10749]",86837,fr,10.705,2012-12-19,7.7,746,tt1602620,Amour,2012.0,127.0,Drama,Romance,,51,"Dec 19, 2012",9700000,6738954,36787044,12
Anchorman 2: The Legend Continues,7972,[35],109443,en,12.08,2013-12-18,6.1,1408,tt1229340,Anchorman 2: The Legend Continues,2013.0,119.0,Comedy,,,92,"Dec 18, 2013",50000000,127352707,172185754,12
And So It Goes,11284,"[35, 18, 10749]",253235,en,8.235,2014-07-25,5.9,264,tt2465146,And So It Goes,2014.0,94.0,Comedy,Drama,Romance,14,"Jul 25, 2014",18000000,15160801,17920013,7
Anderson's Cross,2237,"[10749, 35, 18]",324352,en,0.6,2010-05-20,5.0,1,tt0393049,Anderson's Cross,2010.0,98.0,Comedy,Drama,Romance,65,"Dec 31, 2010",300000,0,0,5
Animal Kingdom,127,"[18, 53, 80, 9648]",44629,en,10.187999999999999,2010-08-13,6.8,399,tt1313092,Animal Kingdom,2010.0,113.0,Crime,Drama,,71,"Aug 13, 2010",4200000,1044039,8078683,8
Animal Kingdom,127,"[18, 53, 80, 9648]",44629,en,10.187999999999999,2010-08-13,6.8,399,tt7016298,Animal Kingdom,2017.0,121.0,Drama,Fantasy,Horror,71,"Aug 13, 2010",4200000,1044039,8078683,8
Animals,12055,[18],253253,en,2.2319999999999998,2014-05-15,6.1,14,tt1298530,Animals,2012.0,94.0,Drama,Fantasy,,34,"Dec 31, 2008",5500000,0,0,5
Animals,12055,[18],253253,en,2.2319999999999998,2014-05-15,6.1,14,tt2271167,Animals,2012.0,86.18724706088021,Drama,,,34,"Dec 31, 2008",5500000,0,0,5
Animals,12055,[18],253253,en,2.2319999999999998,2014-05-15,6.1,14,tt3297554,Animals,2014.0,90.0,Drama,,,34,"Dec 31, 2008",5500000,0,0,5
Animals,12055,[18],253253,en,2.2319999999999998,2014-05-15,6.1,14,tt4426738,Animals,2019.0,109.0,Comedy,Drama,,34,"Dec 31, 2008",5500000,0,0,5
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt1715336,Anna,2013.0,99.0,Drama,Mystery,Sci-Fi,64,"Jun 6, 2014",4357373,0,1200000,10
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt1951077,Anna,2011.0,80.0,Biography,Documentary,,64,"Jun 6, 2014",4357373,0,1200000,10
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt3673036,Anna,2015.0,96.0,Drama,,,64,"Jun 6, 2014",4357373,0,1200000,10
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt3872918,Anna,2015.0,109.0,Crime,Drama,Thriller,64,"Jun 6, 2014",4357373,0,1200000,10
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt6118134,Anna,2016.0,142.0,Biography,,,64,"Jun 6, 2014",4357373,0,1200000,10
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt6427854,Anna,2017.0,97.0,Horror,,,64,"Jun 6, 2014",4357373,0,1200000,10
Anna,22132,[27],481866,en,1.463,2017-10-17,3.1,8,tt7456310,Anna,2019.0,86.18724706088021,Action,Thriller,,64,"Jun 6, 2014",4357373,0,1200000,10
Anna Karenina,5304,"[18, 10749]",96724,en,9.987,2012-11-16,6.7,1265,tt1781769,Anna Karenina,2012.0,129.0,Drama,Romance,,13,"Nov 16, 2012",49000000,12816367,71004627,11
Annabelle,11091,[27],250546,en,13.989,2014-10-03,5.6,3357,tt3322940,Annabelle,2014.0,99.0,Horror,Mystery,Thriller,84,"Oct 3, 2014",6500000,84273813,256862920,10
Annabelle: Creation,20657,"[27, 9648, 53]",396422,en,21.245,2017-08-11,6.5,3141,tt5140878,Annabelle: Creation,2017.0,109.0,Horror,Mystery,Thriller,2,"Aug 11, 2017",15000000,102092201,305384865,8
Annie,11104,"[35, 18, 10751]",196867,en,13.422,2014-12-19,6.1,770,tt1823664,Annie,2014.0,118.0,Comedy,Drama,Family,89,"Dec 19, 2014",65000000,85911262,139829625,12
Annie,11104,"[35, 18, 10751]",196867,en,13.422,2014-12-19,6.1,770,tt4694618,Annie,2017.0,86.18724706088021,Documentary,,,89,"Dec 19, 2014",65000000,85911262,139829625,12
Annie,11104,"[35, 18, 10751]",196867,en,13.422,2014-12-19,6.1,770,tt4786080,Annie,2015.0,31.0,Biography,Documentary,,89,"Dec 19, 2014",65000000,85911262,139829625,12
Annie,11104,"[35, 18, 10751]",196867,en,13.422,2014-12-19,6.1,770,tt5116208,Annie,2015.0,74.0,Drama,Romance,,89,"Dec 19, 2014",65000000,85911262,139829625,12
Annie,11104,"[35, 18, 10751]",196867,en,13.422,2014-12-19,6.1,770,tt7693920,Annie,2011.0,86.18724706088021,Comedy,Musical,,89,"Dec 19, 2014",65000000,85911262,139829625,12
Annihilation,23863,[878],300668,en,25.197,2018-02-23,6.3,4465,tt2798920,Annihilation,2018.0,115.0,Adventure,Drama,Horror,32,"Feb 23, 2018",55000000,32732301,43070915,2
Anomalisa,14309,"[16, 35, 18, 10749]",291270,en,10.285,2015-12-30,7.1,927,tt2401878,Anomalisa,2015.0,90.0,Animation,Comedy,Drama,6,"Dec 30, 2015",8000000,3759286,5706168,12
Anonymous,2736,"[18, 36, 53]",61891,en,8.113999999999999,2011-10-28,6.4,434,tt1521197,Anonymous,2011.0,130.0,Drama,Thriller,,90,"Oct 28, 2011",27500000,4463292,15815509,10
Anonymous,2736,"[18, 36, 53]",61891,en,8.113999999999999,2011-10-28,6.4,434,tt7632298,Anonymous,2017.0,60.0,Action,Comedy,Mystery,90,"Oct 28, 2011",27500000,4463292,15815509,10
Another Earth,2633,"[18, 878]",55420,en,10.03,2011-07-22,6.7,853,tt1549572,Another Earth,2011.0,92.0,Drama,Romance,Sci-Fi,48,"Jul 22, 2011",175000,1321194,2102779,7
Another Happy Day,2954,"[35, 18]",60422,en,5.473,2011-11-18,6.1,60,tt1719071,Another Happy Day,2011.0,119.0,Comedy,Drama,,52,"Nov 18, 2011",4000000,9120,978527,11
Another Year,161,"[35, 18]",44009,en,9.394,2010-12-29,7.0,150,tt1431181,Another Year,2010.0,129.0,Comedy,Drama,,8,"Dec 29, 2010",8000000,3205706,20005613,12
Ant-Man,14171,"[878, 28, 12]",102899,en,32.715,2015-07-17,7.1,11949,tt0478970,Ant-Man,2015.0,117.0,Action,Adventure,Comedy,43,"Jul 17, 2015",130000000,180202163,518858449,7
Ant-Man and the Wasp,23816,"[28, 12, 878, 35]",363088,en,44.729,2018-07-06,7.0,6290,tt5095030,Ant-Man and the Wasp,2018.0,118.0,Action,Adventure,Comedy,41,"Jul 6, 2018",130000000,216648740,623144660,7
Antarctica: A Year on Ice,8901,"[18, 12, 99]",201132,en,2.061,2013-09-05,7.2,41,tt2361700,Antarctica: A Year on Ice,2013.0,91.0,Adventure,Biography,Documentary,71,"Nov 28, 2014",1000000,288757,288757,9
Antibirth,17981,[27],332285,en,5.716,2016-09-02,4.8,66,tt3333870,Antibirth,2016.0,94.0,Horror,,,49,"Sep 2, 2016",2500000,0,0,9
Antiviral,8289,"[878, 27]",125490,en,6.33,2013-04-12,5.8,152,tt2099556,Antiviral,2012.0,108.0,Horror,Sci-Fi,Thriller,63,"Apr 12, 2013",3100000,0,123407,4
Apollo 18,2711,"[27, 53, 878]",50357,en,8.384,2011-09-02,5.0,486,tt1772240,Apollo 18,2011.0,86.0,Horror,Mystery,Sci-Fi,94,"Sep 2, 2011",5000000,17686929,26517819,9
Aquaman,23824,"[28, 12, 14]",297802,en,38.102,2018-12-21,6.8,6155,tt1477834,Aquaman,2018.0,143.0,Action,Adventure,Fantasy,36,"Dec 21, 2018",160000000,335061807,1146894640,12
Arbitrage,5269,"[18, 53]",60599,en,12.14,2012-09-14,6.2,459,tt1764183,Arbitrage,2012.0,107.0,Drama,Thriller,,9,"Sep 14, 2012",12000000,7919574,35830713,9
Area 51,14568,"[27, 53, 878]",57876,en,6.794,2015-05-15,4.4,248,tt1519461,Area 51,2015.0,91.0,Horror,Sci-Fi,Thriller,81,"May 15, 2015",5000000,7556,7556,5
Argo,5212,"[18, 53]",68734,en,15.793,2012-10-12,7.2,5127,tt1024648,Argo,2012.0,120.0,Biography,Drama,Thriller,27,"Oct 12, 2012",44500000,136025503,227140757,10
Aroused,8926,[99],178862,en,2.017,2013-02-20,6.6,18,tt2403815,Aroused,2013.0,66.0,Documentary,,,64,"May 3, 2013",150000,0,0,2
Arrival,17394,"[18, 878, 9648]",329865,en,25.441999999999997,2016-11-11,7.4,10387,tt2543164,Arrival,2016.0,116.0,Drama,Mystery,Sci-Fi,34,"Nov 11, 2016",47000000,100546139,203127894,11
Arrival,17394,"[18, 878, 9648]",329865,en,25.441999999999997,2016-11-11,7.4,10387,tt7325124,Arrival,2012.0,86.18724706088021,Documentary,,,34,"Nov 11, 2016",47000000,100546139,203127894,11
Arrowhead,18181,"[28, 12, 9648, 878]",360799,en,3.552,2017-06-23,4.9,58,tt3013160,Alien Arrival,2016.0,95.0,Action,Adventure,Sci-Fi,46,"Jun 16, 2017",180000,0,0,6
Arthur,2750,"[35, 10749]",49012,en,7.886,2011-04-08,5.5,399,tt1334512,Arthur,2011.0,110.0,Comedy,Romance,,67,"Apr 8, 2011",40000000,33035397,47787943,4
Arthur Christmas,2542,"[18, 16, 10751, 35]",51052,en,12.981,2011-11-23,6.7,692,tt1430607,Arthur Christmas,2011.0,97.0,Adventure,Animation,Comedy,14,"Nov 23, 2011",85000000,46462469,149717124,11
"As Above, So Below",11161,"[27, 53]",256274,en,10.613,2014-08-29,6.2,1321,tt10012842,"As Above, So Below",2012.0,86.18724706088021,Documentary,,,84,"Aug 29, 2014",5000000,21222315,41824066,8
"As Above, So Below",11161,"[27, 53]",256274,en,10.613,2014-08-29,6.2,1321,tt2870612,"As Above, So Below",2014.0,93.0,Adventure,Horror,Mystery,84,"Aug 29, 2014",5000000,21222315,41824066,8
"As Above, So Below",11161,"[27, 53]",256274,en,10.613,2014-08-29,6.2,1321,tt9064942,"As Above, So Below",2017.0,10.0,Animation,Documentary,Sci-Fi,84,"Aug 29, 2014",5000000,21222315,41824066,8
As It Is in Heaven,13148,[18],257238,en,0.629,2014-08-15,8.0,1,tt2176228,As It Is in Heaven,2014.0,86.0,Drama,,,100,"Jul 11, 2014",450000,13486,13486,8
Ask Me Anything,11215,"[18, 9648, 53]",271185,en,9.193,2014-04-19,5.6,246,tt2505294,Ask Me Anything,2014.0,100.0,Drama,,,33,"Mar 3, 2015",950000,0,0,4
Assassins,2606,"[28, 12, 80, 53]",9691,en,10.579,1995-10-06,6.2,666,tt2385003,Assassins,2014.0,84.0,Action,Drama,Thriller,63,"Oct 6, 1995",50000000,30306268,83306268,10
Atomic Blonde,20652,"[28, 9648, 53]",341013,en,21.662,2017-07-28,6.3,3645,tt2406566,Atomic Blonde,2017.0,115.0,Action,Mystery,Thriller,94,"Jul 28, 2017",30000000,51573925,98345423,7
Attack the Block,2648,"[28, 35, 878]",59678,en,9.612,2011-07-29,6.4,1144,tt1478964,Attack the Block,2011.0,88.0,Action,Comedy,Sci-Fi,7,"Jul 29, 2011",13000000,1024175,6459183,7
August,3318,[18],86549,en,2.4330000000000003,2011-06-09,6.6,19,tt1753460,August,2011.0,99.0,Drama,Romance,,40,"Jul 11, 2008",3400000,12636,12636,6
August,3645,[18],73099,en,1.505,2011-06-26,5.7,6,tt1753773,August,2011.0,108.0,Drama,,,40,"Jul 11, 2008",3400000,12636,12636,6
August: Osage County,8034,"[35, 18]",152737,en,9.586,2013-12-27,6.9,843,tt1322269,August: Osage County,2013.0,121.0,Comedy,Drama,,15,"Dec 25, 2013",25000000,37738810,50738810,12
Avengers: Age of Ultron,14169,"[28, 12, 878]",99861,en,44.383,2015-05-01,7.3,13457,tt2395427,Avengers: Age of Ultron,2015.0,141.0,Action,Adventure,Sci-Fi,4,"May 1, 2015",330600000,459005868,1403013963,5
Avengers: Infinity War,23811,"[12, 28, 14]",299536,en,80.773,2018-04-27,8.3,13948,tt4154756,Avengers: Infinity War,2018.0,149.0,Action,Adventure,Sci-Fi,7,"Apr 27, 2018",300000000,678815482,2048134200,4
Baahubali 2: The Conclusion,20840,"[28, 18]",350312,te,10.405999999999999,2017-04-27,7.0,252,tt4849438,Baahubali 2: The Conclusion,2017.0,167.0,Action,Drama,,55,"Apr 28, 2017",30000000,18985794,263502914,4
Baby Driver,20646,"[28, 80]",339403,en,22.895,2017-06-28,7.4,8034,tt3890160,Baby Driver,2017.0,113.0,Action,Crime,Drama,59,"Jun 28, 2017",34000000,107825862,228104185,6
Bachelorette,5473,"[35, 10749]",84174,en,7.05,2012-09-06,5.4,755,tt1920849,Bachelorette,2012.0,87.0,Comedy,Romance,,35,"Sep 7, 2012",3000000,446770,12577401,9
Bad Company,25560,[28],566114,en,1.8359999999999999,2018-08-14,10.0,1,tt1334515,Bad Company,2010.0,87.0,Thriller,,,34,"Jun 7, 2002",70000000,30157016,69157016,8
Bad Company,25560,[28],566114,en,1.8359999999999999,2018-08-14,10.0,1,tt3111306,Bad Company,2018.0,90.0,Action,,,34,"Jun 7, 2002",70000000,30157016,69157016,8
Bad Moms,17467,[35],376659,en,14.332,2016-07-29,6.5,2600,tt4651520,Bad Moms,2016.0,100.0,Comedy,,,99,"Jul 29, 2016",20000000,113257297,180998716,7
Bad Teacher,2533,[35],52449,en,13.549000000000001,2011-06-19,5.5,2894,tt1284575,Bad Teacher,2011.0,92.0,Comedy,Romance,,27,"Jun 24, 2011",19000000,100292856,215448997,6
Bad Times at the El Royale,23837,"[53, 80, 9648, 18]",446021,en,31.32,2018-10-12,6.8,1365,tt6628394,Bad Times at the El Royale,2018.0,141.0,Crime,Drama,Mystery,10,"Oct 12, 2018",32000000,17839115,29204379,10
Bad Words,11204,[35],209403,en,9.516,2014-03-14,6.4,451,tt2170299,Bad Words,2013.0,89.0,Comedy,Drama,,44,"Mar 14, 2014",10000000,7779614,7843145,3
Baggage Claim,8084,[35],175528,en,8.666,2013-09-27,5.4,127,tt1171222,Baggage Claim,2013.0,96.0,Comedy,,,38,"Sep 27, 2013",8500000,21569509,22885836,9
Bait,5467,"[28, 27, 53]",118957,en,7.117000000000001,2012-09-14,5.5,358,tt1438173,Bait,2012.0,93.0,Action,Adventure,Drama,20,"Sep 15, 2000",35000000,15325127,15471969,9
Bait,5467,"[28, 27, 53]",118957,en,7.117000000000001,2012-09-14,5.5,358,tt2850658,Bait,2013.0,93.0,Thriller,,,20,"Sep 15, 2000",35000000,15325127,15471969,9
Bait,5467,"[28, 27, 53]",118957,en,7.117000000000001,2012-09-14,5.5,358,tt3700594,Bait,2014.0,82.0,Drama,Thriller,,20,"Sep 15, 2000",35000000,15325127,15471969,9
Bait,5467,"[28, 27, 53]",118957,en,7.117000000000001,2012-09-14,5.5,358,tt4537086,Bait,2014.0,49.0,Drama,Thriller,,20,"Sep 15, 2000",35000000,15325127,15471969,9
Bait,5467,"[28, 27, 53]",118957,en,7.117000000000001,2012-09-14,5.5,358,tt4878108,Bait,2014.0,86.18724706088021,Drama,,,20,"Sep 15, 2000",35000000,15325127,15471969,9
Bait,5467,"[28, 27, 53]",118957,en,7.117000000000001,2012-09-14,5.5,358,tt9652782,Bait,2019.0,89.0,Drama,,,20,"Sep 15, 2000",35000000,15325127,15471969,9
Ballerina,17481,"[16, 12, 35, 10751]",342473,en,13.21,2017-08-25,7.2,1024,tt2261287,Leap!,2016.0,89.0,Adventure,Animation,Comedy,47,"Aug 25, 2017",30000000,21858070,96892829,8
Ballerina,17481,"[16, 12, 35, 10751]",342473,en,13.21,2017-08-25,7.2,1024,tt2560702,Ballerina,2012.0,50.0,Biography,Documentary,,47,"Aug 25, 2017",30000000,21858070,96892829,8
Banshee Chapter,8230,"[27, 53]",207769,en,6.872000000000001,2013-11-06,5.6,135,tt2011276,Banshee Chapter,2013.0,87.0,Horror,Sci-Fi,Thriller,30,"Jan 10, 2014",950000,0,78122,11
Barbecue,11315,[35],250349,fr,7.874,2014-09-14,5.8,383,tt3202120,Barbecue,2014.0,98.0,Comedy,,,32,"Dec 26, 2014",10000000,388,247565,9
Barbecue,11315,[35],250349,fr,7.874,2014-09-14,5.8,383,tt6090268,Barbecue,2017.0,102.0,Documentary,,,32,"Dec 26, 2014",10000000,388,247565,9
Barbershop: The Next Cut,17487,[35],326423,en,12.845999999999998,2016-04-15,6.0,248,tt3628584,Barbershop: The Next Cut,2016.0,111.0,Comedy,Drama,,22,"Apr 15, 2016",20000000,54030051,54404202,4
Barney's Version,289,"[35, 18]",46829,en,7.357,2011-01-14,7.2,210,tt1423894,Barney's Version,2010.0,134.0,Comedy,Drama,,86,"Jan 14, 2011",30000000,7502560,8845575,1
Barry Munday,439,"[35, 18, 10749]",44594,en,5.141,2010-03-13,6.0,37,tt0482461,Barry Munday,2010.0,95.0,Comedy,Drama,Romance,61,"Oct 1, 2010",3000000,0,0,3
Batman v Superman: Dawn of Justice,17390,"[28, 12, 14]",209112,en,28.088,2016-03-25,5.8,11991,tt2975590,Batman v Superman: Dawn of Justice,2016.0,151.0,Action,Adventure,Fantasy,18,"Mar 25, 2016",250000000,330360194,867500281,3
Battle of the Sexes,20771,"[35, 18, 36]",369192,en,11.988,2017-09-22,6.9,1045,tt4622512,Battle of the Sexes,2017.0,121.0,Biography,Comedy,Drama,76,"Sep 22, 2017",25000000,12638526,18445379,9
Battle of the Year,8339,"[10402, 18]",109417,en,5.858,2013-09-21,6.1,130,tt1532958,Battle of the Year,2013.0,110.0,Drama,Music,,51,"Sep 20, 2013",20000000,8888355,16723377,9
Battleship,5188,"[53, 28, 12, 878]",44833,en,21.741999999999997,2012-05-18,5.6,3240,tt1440129,Battleship,2012.0,131.0,Action,Adventure,Sci-Fi,32,"May 18, 2012",220000000,65233400,313477717,5
Baywatch,20722,"[28, 35]",339846,en,14.429,2017-05-26,6.1,4748,tt1469304,Baywatch,2017.0,116.0,Action,Comedy,Crime,86,"May 25, 2017",60000000,58060186,175863783,5
Beastly,2624,"[18, 14, 10749, 878]",38117,en,10.136000000000001,2011-03-04,6.1,1748,tt1152398,Beastly,2011.0,86.0,Drama,Fantasy,Romance,87,"Mar 4, 2011",17000000,27865571,38028230,3
Beasts of the Southern Wild,5429,"[18, 14, 12]",84175,en,7.53,2012-06-29,6.9,605,tt2125435,Beasts of the Southern Wild,2012.0,93.0,Adventure,Drama,Fantasy,18,"Jun 27, 2012",1800000,12795746,23265132,6
Beautiful,12825,"[27, 10749, 53]",314422,en,0.879,2014-12-11,8.0,1,tt2133191,Beautiful,2011.0,120.0,Biography,Drama,Family,1,"Sep 29, 2000",9000000,3134509,3134509,12
Beautiful,12825,"[27, 10749, 53]",314422,en,0.879,2014-12-11,8.0,1,tt7594192,Beautiful,2019.0,86.18724706088021,Drama,,,1,"Sep 29, 2000",9000000,3134509,3134509,12
Beautiful Boy,2924,[18],59437,en,5.872000000000001,2011-06-03,6.0,47,tt1226837,Beautiful Boy,2018.0,120.0,Biography,Drama,,95,"Oct 12, 2018",25000000,7634767,13031424,6
Beautiful Boy,2924,[18],59437,en,5.872000000000001,2011-06-03,6.0,47,tt1533013,Beautiful Boy,2010.0,100.0,Drama,,,95,"Oct 12, 2018",25000000,7634767,13031424,6
Beautiful Creatures,7991,"[14, 18, 10749]",109491,en,11.198,2013-02-14,5.7,1826,tt1559547,Beautiful Creatures,2013.0,124.0,Drama,Fantasy,Romance,85,"Feb 14, 2013",50000000,19452138,60282876,2
Beauty and the Beast,5181,"[10749, 10751, 16, 14]",10020,en,26.701,2012-01-13,7.7,5730,tt2771200,Beauty and the Beast,2017.0,129.0,Family,Fantasy,Musical,35,"Mar 17, 2017",160000000,504014165,1259199706,1
Beauty and the Beast,5181,"[10749, 10751, 16, 14]",10020,en,26.701,2012-01-13,7.7,5730,tt2771200,Beauty and the Beast,2017.0,129.0,Family,Fantasy,Musical,86,"Nov 13, 1991",20000000,376057266,608431132,1
Beauty and the Beast,5181,"[10749, 10751, 16, 14]",10020,en,26.701,2012-01-13,7.7,5730,tt9173998,Beauty and the Beast,2018.0,60.0,Family,Fantasy,Musical,35,"Mar 17, 2017",160000000,504014165,1259199706,1
Beauty and the Beast,5181,"[10749, 10751, 16, 14]",10020,en,26.701,2012-01-13,7.7,5730,tt9173998,Beauty and the Beast,2018.0,60.0,Family,Fantasy,Musical,86,"Nov 13, 1991",20000000,376057266,608431132,1
Before I Fall,20718,"[18, 9648, 53, 14]",397837,en,14.584000000000001,2017-03-03,7.0,2135,tt1691916,Before I Fall,2017.0,98.0,Drama,Fantasy,Mystery,12,"Mar 3, 2017",5000000,12241072,18945682,3
Before I Go to Sleep,11071,"[9648, 53]",204922,en,16.07,2014-10-31,6.4,1098,tt1726592,Before I Go to Sleep,2014.0,92.0,Drama,Horror,Mystery,49,"Oct 31, 2014",22000000,3242457,19563579,10
Before Midnight,7976,"[10749, 18]",132344,en,11.765,2013-06-14,7.4,1039,tt2209418,Before Midnight,2013.0,109.0,Drama,Romance,,99,"May 24, 2013",3000000,8110621,23251930,6
Before We Go,14421,"[18, 10749, 35]",283350,en,8.232999999999999,2015-05-21,6.5,985,tt0443465,Before We Go,2014.0,95.0,Comedy,Drama,Romance,52,"Sep 4, 2015",3000000,37151,483938,5
Before We Go,14421,"[18, 10749, 35]",283350,en,8.232999999999999,2015-05-21,6.5,985,tt4453750,Before We Go,2014.0,84.0,Documentary,Drama,News,52,"Sep 4, 2015",3000000,37151,483938,5
Begin Again,11153,"[35, 10402, 10749, 18]",198277,en,10.828,2014-07-11,7.2,2089,tt1945037,Begin Again,2013.0,68.0,Drama,Family,,91,"Jun 27, 2014",8000000,16170632,68838736,7
Begin Again,11153,"[35, 10402, 10749, 18]",198277,en,10.828,2014-07-11,7.2,2089,tt1980929,Begin Again,2013.0,104.0,Comedy,Drama,Music,91,"Jun 27, 2014",8000000,16170632,68838736,7
Beginners,2616,"[18, 10749, 35]",55347,en,10.322000000000001,2011-06-17,6.9,532,tt1532503,Beginners,2010.0,105.0,Comedy,Drama,Romance,57,"Jun 3, 2011",3200000,5790894,14314407,6
Believe,9302,[18],228406,en,1.327,2013-09-27,5.9,12,tt10118052,Believe,2018.0,16.0,Documentary,,,13,"Dec 2, 2016",3500000,890303,890303,9
Believe,9302,[18],228406,en,1.327,2013-09-27,5.9,12,tt2009606,Believe,2013.0,96.0,Drama,Sport,,13,"Dec 2, 2016",3500000,890303,890303,9
Believe,9302,[18],228406,en,1.327,2013-09-27,5.9,12,tt4700756,Believe,2016.0,119.0,Drama,,,13,"Dec 2, 2016",3500000,890303,890303,9
Believe,9302,[18],228406,en,1.327,2013-09-27,5.9,12,tt7399140,Believe,2019.0,109.0,Drama,,,13,"Dec 2, 2016",3500000,890303,890303,9
Beloved,2941,"[18, 10749, 10402]",93188,fr,5.599,2011-08-17,6.7,31,tt1815799,Beloved,2011.0,133.0,Drama,Musical,Romance,65,"Oct 16, 1998",53000000,22852487,22852487,8
Below Zero,3451,"[53, 27]",107315,en,2.0269999999999997,2011-10-22,5.2,17,tt1641388,Below Zero,2011.0,99.0,Thriller,,,83,"Aug 28, 2012",1200000,0,0,10
Ben-Hur,17568,"[28, 12, 18]",271969,en,10.11,2016-08-19,5.6,1068,tt2638144,Ben-Hur,2016.0,123.0,Action,Adventure,Drama,23,"Aug 19, 2016",95000000,26410477,91669648,8
Ben-Hur,17568,"[28, 12, 18]",271969,en,10.11,2016-08-19,5.6,1068,tt2638144,Ben-Hur,2016.0,123.0,Action,Adventure,Drama,8,"Nov 18, 1959",15000000,73000000,73259017,8
Bending Steel,10722,[99],174362,en,0.6,2013-04-20,5.0,1,tt2181837,Bending Steel,2013.0,92.0,Documentary,,,24,"Aug 4, 2015",50000,0,0,4
Beneath Hill 60,2906,"[18, 36, 10752]",43418,en,6.067,2011-06-28,7.0,66,tt1418646,Beneath Hill 60,2010.0,122.0,Drama,History,War,20,"Jun 17, 2014",9000000,0,3440939,6
Benji,6833,[99],180705,en,0.716,2012-10-23,8.0,4,tt1799516,Benji,2018.0,87.0,Crime,Drama,Family,30,"Nov 15, 1974",500000,31559560,31559560,10
Benji,6833,[99],180705,en,0.716,2012-10-23,8.0,4,tt2519480,Benji,2012.0,79.0,Documentary,Sport,,30,"Nov 15, 1974",500000,31559560,31559560,10
Bernie,2784,"[35, 80, 18]",92591,en,7.518,2012-04-27,6.6,503,tt1704573,Bernie,2011.0,99.0,Biography,Comedy,Crime,48,"Apr 27, 2012",6000000,9204489,10106975,4
Bernie,2784,"[35, 80, 18]",92591,en,7.518,2012-04-27,6.6,503,tt5936840,Bernie,2016.0,155.0,Family,,,48,"Apr 27, 2012",6000000,9204489,10106975,4
Beyond the Black Rainbow,2805,"[14, 878, 27]",50037,en,7.331,2011-09-24,5.9,150,tt1534085,Beyond the Black Rainbow,2010.0,110.0,Horror,Sci-Fi,Thriller,100,"May 18, 2012",1100000,56491,56491,9
Beyond the Lights,11333,"[10749, 18]",241771,en,7.7170000000000005,2014-11-14,7.0,238,tt3125324,Beyond the Lights,2014.0,116.0,Drama,Music,Romance,16,"Nov 14, 2014",7000000,14618727,14618727,11
Big,7927,"[14, 18, 35, 10749, 10751]",2280,en,15.030999999999999,1988-06-03,7.0,1813,tt7766254,Big,2017.0,99.0,Documentary,,,67,"Jun 3, 1988",18000000,114968774,151668774,6
Big Eyes,11119,[18],87093,en,12.017000000000001,2014-12-25,7.0,2153,tt1126590,Big Eyes,2014.0,106.0,Biography,Crime,Drama,23,"Dec 25, 2014",10000000,14482031,27317872,12
Big Eyes,11119,[18],87093,en,12.017000000000001,2014-12-25,7.0,2153,tt4317898,Big Eyes,2014.0,86.18724706088021,Documentary,,,23,"Dec 25, 2014",10000000,14482031,27317872,12
Big Hero 6,11024,"[12, 10751, 16, 28, 35]",177572,en,36.92,2014-11-07,7.8,10176,tt2245084,Big Hero 6,2014.0,102.0,Action,Adventure,Animation,29,"Nov 7, 2014",165000000,222527828,652127828,11
Big Miracle,5501,"[12, 18, 10749]",78698,en,6.76,2012-02-03,6.6,250,tt1430615,Big Miracle,2012.0,107.0,Biography,Drama,Family,99,"Feb 3, 2012",40000000,20157300,25268680,2
"Big Mommas: Like Father, Like Son",2501,"[80, 35, 28]",38322,en,16.024,2011-02-18,5.5,623,tt1464174,"Big Mommas: Like Father, Like Son",2011.0,107.0,Action,Comedy,Crime,1,"Feb 18, 2011",32000000,37915414,82332450,2
