,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count,tconst,primary_title,start_year,runtime_minutes,G1,G2,G3,id_budg,release_date_budg,production_budget,domestic_gross,worldwide_gross,release_month
The Little Prince,17676,"[12, 16, 14, 10751]",309809,en,8.512,2016-08-05,7.6,1493,tt10075374,The Little Prince,2019.0,93.0,Action,,,19,"Feb 12, 2016",77500000,1311213,102028919,8
The Little Prince,17676,"[12, 16, 14, 10751]",309809,en,8.512,2016-08-05,7.6,1493,tt5317732,The Little Prince,2015.0,86.18724706088021,Documentary,,,19,"Feb 12, 2016",77500000,1311213,102028919,8
The Lobster,14231,"[53, 35, 18, 10749, 878]",254320,en,15.64,2016-05-13,6.9,2895,tt3464902,The Lobster,2015.0,119.0,Comedy,Drama,Romance,32,"Mar 25, 2016",4500000,9196278,18019834,5
The Lone Ranger,7967,"[28, 12, 37]",57201,en,12.482000000000001,2013-07-03,6.0,3789,tt1210819,The Lone Ranger,2013.0,150.0,Action,Adventure,Western,13,"Jul 2, 2013",275000000,89302115,260002115,7
The Longest Ride,14291,"[18, 10749]",228205,en,11.168,2015-04-10,7.5,1908,tt2726560,The Longest Ride,2015.0,123.0,Drama,Romance,,61,"Apr 10, 2015",34000000,37446117,63802928,4
The Looking Glass,4921,[],298460,en,0.6,2011-01-01,5.0,1,tt1883370,The Looking Glass,2011.0,80.0,Fantasy,,,58,"Oct 23, 2015",300000,1711,1711,1
The Looking Glass,4921,[],298460,en,0.6,2011-01-01,5.0,1,tt2912776,The Looking Glass,2015.0,110.0,Drama,Music,,58,"Oct 23, 2015",300000,1711,1711,1
The Lords of Salem,8091,"[27, 53]",104755,en,8.434,2013-04-19,5.3,445,tt1731697,The Lords of Salem,2012.0,101.0,Horror,Thriller,,84,"Apr 19, 2013",1500000,1165881,1541131,4
The Losers,126,"[28, 12, 80, 9648, 53]",34813,en,10.202,2010-04-23,6.2,844,tt0480255,The Losers,2010.0,97.0,Action,Adventure,Crime,44,"Apr 23, 2010",25000000,23591432,29863840,4
The Losers,126,"[28, 12, 80, 9648, 53]",34813,en,10.202,2010-04-23,6.2,844,tt3746918,The Losers,2013.0,112.0,Drama,,,44,"Apr 23, 2010",25000000,23591432,29863840,4
The Lost City of Z,17538,"[12, 18, 36]",314095,en,11.048,2017-04-21,6.2,1397,tt1212428,The Lost City of Z,2016.0,141.0,Adventure,Biography,Drama,82,"Apr 14, 2017",30000000,8574339,17121823,4
The Lost Medallion: The Adventures of Billy Stone,8861,"[12, 10751]",171759,en,2.164,2013-03-01,5.5,21,tt1390539,The Lost Medallion: The Adventures of Billy Stone,2013.0,97.0,Adventure,Family,Fantasy,31,"Mar 1, 2013",2500000,549632,549632,3
The Love Letter,10681,[],249055,en,0.6,2013-08-10,5.0,2,tt1950401,The Love Letter,2011.0,12.0,Adventure,Documentary,,10,"May 21, 1999",15000000,8322608,9010980,8
The Love Letter,10681,[],249055,en,0.6,2013-08-10,5.0,2,tt1950401,The Love Letter,2011.0,12.0,Adventure,Documentary,,4,"Aug 18, 2015",250000,0,0,8
The Lovers,14767,"[28, 12, 878, 10749]",79698,en,5.232,2015-02-13,4.7,47,tt1321869,The Lovers,2013.0,109.0,Action,Adventure,Romance,56,"Mar 13, 2015",35000000,0,53899,2
The Lovers,14767,"[28, 12, 878, 10749]",79698,en,5.232,2015-02-13,4.7,47,tt5770620,The Lovers,2017.0,97.0,Comedy,Drama,Romance,56,"Mar 13, 2015",35000000,0,53899,2
The Lucky One,5249,"[18, 10749]",77877,en,13.14,2012-04-20,6.9,2012,tt1327194,The Lucky One,2012.0,101.0,Drama,Romance,,87,"Apr 20, 2012",25000000,60457138,96633833,4
The Magic Flute,4331,"[10402, 35, 14]",313903,en,0.647,2006-12-30,9.0,2,tt9448858,The Magic Flute,2010.0,86.18724706088021,Music,,,18,"Dec 31, 2006",27000000,0,0,12
The Magnificent Seven,17418,"[12, 28, 37]",333484,en,18.487000000000002,2016-09-23,6.2,3647,tt2404435,The Magnificent Seven,2016.0,132.0,Action,Adventure,Western,55,"Sep 23, 2016",90000000,93432655,162525156,9
The Maid's Room,9631,[53],278348,en,0.8490000000000001,2014-08-08,4.8,6,tt2263814,The Maid's Room,2013.0,98.0,Thriller,,,18,"Aug 8, 2014",600000,0,0,8
The Man Who Knew Infinity,17663,[18],353326,en,8.76,2016-04-29,7.2,699,tt0787524,The Man Who Knew Infinity,2015.0,108.0,Biography,Drama,,67,"Apr 29, 2016",10000000,3877922,12382122,4
The Man with the Iron Fists,5217,[28],97430,en,15.457,2012-11-02,5.3,573,tt1258972,The Man with the Iron Fists,2012.0,95.0,Action,,,79,"Nov 2, 2012",15000000,15634090,22018988,11
The Martian,14188,"[18, 12, 878]",286217,en,22.855999999999998,2015-10-02,7.7,12172,tt3659388,The Martian,2015.0,144.0,Adventure,Drama,Sci-Fi,46,"Oct 2, 2015",108000000,228433663,655271443,10
The Masked Saint,18821,"[80, 28]",370464,en,1.42,2016-01-08,3.5,16,tt3103166,The Masked Saint,2016.0,105.0,Action,Biography,Crime,19,"Jan 8, 2016",3500000,182695,182695,1
The Master,5255,[18],68722,en,12.829,2012-09-14,7.1,1323,tt1560747,The Master,2012.0,138.0,Drama,,,87,"Sep 14, 2012",37500000,16247159,50647416,9
The Master,5255,[18],68722,en,12.829,2012-09-14,7.1,1323,tt4117096,The Master,2014.0,86.18724706088021,Documentary,,,87,"Sep 14, 2012",37500000,16247159,50647416,9
The Master,5255,[18],68722,en,12.829,2012-09-14,7.1,1323,tt4273106,The Master,2014.0,86.0,Action,History,,87,"Sep 14, 2012",37500000,16247159,50647416,9
The Master,5255,[18],68722,en,12.829,2012-09-14,7.1,1323,tt4777394,The Master,2014.0,86.18724706088021,Documentary,,,87,"Sep 14, 2012",37500000,16247159,50647416,9
The Maze Runner,11023,"[28, 9648, 878, 53]",198663,en,36.955,2014-09-19,7.1,10626,tt1790864,The Maze Runner,2014.0,113.0,Action,Mystery,Sci-Fi,60,"Sep 19, 2014",34000000,102427862,348319861,9
The Mechanic,2524,"[28, 53, 80]",27582,en,14.387,2011-01-28,6.3,1676,tt0472399,The Mechanic,2011.0,93.0,Action,Crime,Thriller,42,"Jan 28, 2011",42500000,29121498,76347393,1
The Meddler,17743,"[35, 18]",337154,en,7.725,2016-04-22,5.8,186,tt4501454,The Meddler,2015.0,103.0,Comedy,Drama,Romance,58,"Apr 22, 2016",3200000,4267219,5526942,4
The Meg,23836,"[28, 878, 53, 27]",345940,en,31.397,2018-08-10,5.9,2896,tt4779682,The Meg,2018.0,113.0,Action,Horror,Sci-Fi,94,"Aug 10, 2018",178000000,145443742,529530715,8
The Messenger,16709,[99],362383,en,0.6,2015-12-04,8.0,2,tt2176244,The Messenger,2012.0,74.0,Drama,,,1,"Nov 13, 2009",6500000,1109660,1744952,12
The Messenger,16709,[99],362383,en,0.6,2015-12-04,8.0,2,tt3431016,The Messenger,2015.0,101.0,Drama,Mystery,Thriller,1,"Nov 13, 2009",6500000,1109660,1744952,12
The Messenger,16709,[99],362383,en,0.6,2015-12-04,8.0,2,tt4984930,The Messenger,2015.0,89.0,Documentary,Family,,1,"Nov 13, 2009",6500000,1109660,1744952,12
The Messenger,16709,[99],362383,en,0.6,2015-12-04,8.0,2,tt5265530,The Messenger,2012.0,10.0,Documentary,,,1,"Nov 13, 2009",6500000,1109660,1744952,12
The Messenger,16709,[99],362383,en,0.6,2015-12-04,8.0,2,tt7399174,The Messenger,2016.0,77.0,Documentary,,,1,"Nov 13, 2009",6500000,1109660,1744952,12
The Monuments Men,11107,"[10752, 18, 36, 28]",152760,en,12.860999999999999,2014-02-07,5.9,2229,tt2177771,The Monuments Men,2014.0,118.0,Comedy,Drama,History,14,"Feb 7, 2014",70000000,78031620,158702748,2
The Mortal Instruments: City of Bones,7912,"[28, 12, 18, 9648, 10749, 14]",123553,en,16.484,2013-08-21,6.3,2915,tt1538403,The Mortal Instruments: City of Bones,2013.0,130.0,Action,Fantasy,Horror,26,"Aug 21, 2013",60000000,31165421,75965567,8
The Mule,11518,"[80, 35]",253272,en,6.1610000000000005,2014-03-10,6.4,77,tt2069955,Border Run,2012.0,96.0,Crime,Drama,Mystery,100,"Dec 14, 2018",50000000,103804407,170857676,3
The Mule,11518,"[80, 35]",253272,en,6.1610000000000005,2014-03-10,6.4,77,tt2130270,The Mule,2014.0,103.0,Comedy,Crime,Drama,100,"Dec 14, 2018",50000000,103804407,170857676,3
The Mule,11518,"[80, 35]",253272,en,6.1610000000000005,2014-03-10,6.4,77,tt7959026,The Mule,2018.0,116.0,Crime,Drama,Thriller,100,"Dec 14, 2018",50000000,103804407,170857676,3
The Mummy,20668,"[14, 53, 28, 12, 27]",282035,en,18.53,2017-06-09,5.5,4391,tt2345759,The Mummy,2017.0,110.0,Action,Adventure,Fantasy,65,"Jun 9, 2017",195000000,80101125,409953905,6
The Mummy,20668,"[14, 53, 28, 12, 27]",282035,en,18.53,2017-06-09,5.5,4391,tt2345759,The Mummy,2017.0,110.0,Action,Adventure,Fantasy,44,"May 7, 1999",80000000,155385488,416385488,6
The Muppets,2582,"[35, 10751, 10402]",64328,en,11.324000000000002,2011-11-23,6.6,831,tt1204342,The Muppets,2011.0,103.0,Adventure,Comedy,Family,64,"Nov 23, 2011",45000000,88625922,160971922,11
The Neon Demon,17514,"[53, 27, 9648]",301365,en,11.787,2016-06-14,6.6,2005,tt1974419,The Neon Demon,2016.0,117.0,Horror,Thriller,,68,"Jun 24, 2016",7500000,1333124,3559803,6
The Next Three Days,100,"[10749, 18, 53, 80]",43539,en,11.147,2010-11-19,7.0,1469,tt1458175,The Next Three Days,2010.0,133.0,Action,Crime,Drama,49,"Nov 19, 2010",30000000,21148651,67255916,11
The Nice Guys,17474,"[35, 80, 9648]",290250,en,13.743,2016-05-20,7.1,4272,tt3799694,The Nice Guys,2016.0,116.0,Action,Comedy,Crime,56,"May 20, 2016",50000000,36261763,59596747,5
The Night Before,14372,[35],296100,en,9.014,2015-11-20,6.1,956,tt3530002,The Night Before,2015.0,101.0,Adventure,Comedy,Fantasy,6,"Nov 20, 2015",25000000,43035725,52427346,11
The Night Before,14372,[35],296100,en,9.014,2015-11-20,6.1,956,tt6006924,The Night Before,2017.0,81.0,Horror,,,6,"Nov 20, 2015",25000000,43035725,52427346,11
The Night Before,14372,[35],296100,en,9.014,2015-11-20,6.1,956,tt6353886,The Night Before,2015.0,86.0,Documentary,,,6,"Nov 20, 2015",25000000,43035725,52427346,11
The Night Visitor,16269,[27],427533,en,0.6709999999999999,2015-11-22,4.5,2,tt2797642,The Night Visitor,2013.0,91.0,Horror,Sci-Fi,Thriller,98,"Nov 10, 2015",100000,0,0,11
The November Man,11065,"[80, 28, 53]",254904,en,17.747,2014-08-27,6.1,852,tt2402157,The November Man,2014.0,108.0,Action,Crime,Thriller,61,"Aug 27, 2014",15000000,25018119,34820335,8
The Nut Job,11163,"[16, 35, 10751, 12]",227783,en,10.501,2014-01-17,5.6,529,tt1821658,The Nut Job,2014.0,85.0,Adventure,Animation,Comedy,72,"Jan 17, 2014",30000000,64251538,122529966,1
The Nut Job 2: Nutty by Nature,20941,"[10751, 16, 12, 35]",335777,en,8.975,2017-08-11,5.7,227,tt3486626,The Nut Job 2: Nutty by Nature,2017.0,91.0,Adventure,Animation,Comedy,81,"Aug 11, 2017",40000000,28370522,57438389,8
The Nutcracker and the Four Realms,23853,"[14, 12, 10751]",426543,en,26.235,2018-11-02,6.0,909,tt5523010,The Nutcracker and the Four Realms,2018.0,99.0,Adventure,Family,Fantasy,35,"Nov 2, 2018",132900000,54858851,170293899,11
The Nutcracker in 3D,278,"[10402, 14, 28, 10751]",49852,en,7.566,2010-11-24,5.5,97,tt1041804,The Nutcracker in 3D,2010.0,110.0,Action,Family,Fantasy,79,"Nov 24, 2010",90000000,195459,20466016,11
The Odd Life of Timothy Green,5336,"[14, 18, 35, 10751]",71864,en,9.216000000000001,2012-08-15,6.7,605,tt1462769,The Odd Life of Timothy Green,2012.0,105.0,Comedy,Drama,Family,36,"Aug 15, 2012",40000000,51853450,55249159,8
The One,4011,"[35, 18, 10749]",79640,en,0.9309999999999999,2011-10-07,5.5,5,tt10339624,The One,2020.0,86.18724706088021,Horror,,,10,"Nov 2, 2001",49000000,43905746,72689126,10
The One,4011,"[35, 18, 10749]",79640,en,0.9309999999999999,2011-10-07,5.5,5,tt1681371,The One,2011.0,89.0,Comedy,Drama,Romance,10,"Nov 2, 2001",49000000,43905746,72689126,10
The Opposite Sex,11239,[35],301748,en,8.832,2014-11-08,4.1,20,tt2796678,The Opposite Sex,2014.0,97.0,Comedy,,,48,"Jan 20, 2015",3300000,0,50206,11
The Other Guys,51,"[28, 35, 80]",27581,en,13.508,2010-08-06,6.2,2187,tt1386588,The Other Guys,2010.0,107.0,Action,Comedy,Crime,74,"Aug 6, 2010",100000000,119219978,170936470,8
The Other Side of the Door,17638,"[53, 27]",364116,en,9.078,2016-03-11,5.3,470,tt3566920,The Other Side of the Door,2014.0,90.0,Drama,,,49,"Mar 4, 2016",5000000,3000342,12905107,3
The Other Side of the Door,17638,"[53, 27]",364116,en,9.078,2016-03-11,5.3,470,tt3702652,The Other Side of the Door,2016.0,96.0,Horror,,,49,"Mar 4, 2016",5000000,3000342,12905107,3
The Other Woman,2664,[18],52505,en,9.15,2011-02-04,6.2,220,tt2203939,The Other Woman,2014.0,109.0,Comedy,Romance,,2,"Apr 25, 2014",40000000,83911193,195111193,2
The Other Woman,24525,"[18, 35, 10749]",499722,fr,6.359,2018-04-30,4.9,60,tt7654872,Amoureux de ma femme,2018.0,84.0,Comedy,Drama,Romance,2,"Apr 25, 2014",40000000,83911193,195111193,4
The Outrageous Sophie Tucker,13197,[99],294550,en,0.628,2014-05-02,6.0,1,tt2825768,The Outrageous Sophie Tucker,2014.0,96.0,Documentary,,,77,"Jul 24, 2015",500000,0,0,5
The Overnight,14596,"[9648, 35]",308024,en,6.5760000000000005,2015-06-19,6.0,200,tt3844362,The Overnight,2015.0,79.0,Comedy,Mystery,,21,"Jun 19, 2015",200000,1109808,1165996,6
The Paperboy,5390,"[53, 18, 9648]",82390,en,8.142999999999999,2012-10-05,5.5,409,tt1496422,The Paperboy,2012.0,107.0,Crime,Drama,Mystery,37,"Oct 5, 2012",12500000,677200,4027663,10
The Peanuts Movie,14288,"[12, 35, 16, 10751]",227973,en,11.344000000000001,2015-11-01,6.6,894,tt2452042,The Peanuts Movie,2015.0,88.0,Adventure,Animation,Comedy,7,"Nov 6, 2015",99000000,130178411,250091610,11
The Perfect Guy,14574,"[18, 53]",304372,en,6.727,2015-09-11,5.7,211,tt3862750,The Perfect Guy,2015.0,100.0,Crime,Drama,Horror,78,"Sep 11, 2015",18000000,57027435,60278166,9
The Perfect Host,376,"[35, 53, 80]",66195,en,6.087999999999999,2010-07-01,6.3,217,tt1334553,The Perfect Host,2010.0,93.0,Comedy,Crime,Thriller,84,"Jul 1, 2011",1000000,48764,51587,7
The Perfect Host,376,"[35, 53, 80]",66195,en,6.087999999999999,2010-07-01,6.3,217,tt6026954,The Perfect Host,2016.0,86.18724706088021,Fantasy,,,84,"Jul 1, 2011",1000000,48764,51587,7
The Perfect Man,4296,"[18, 35, 10749, 10751]",76795,en,0.655,2011-06-28,8.0,2,tt1881085,The Perfect Man,2011.0,90.0,Drama,Romance,,14,"Jun 17, 2005",10000000,16535005,19535005,6
The Perfect Man,4296,"[18, 35, 10749, 10751]",76795,en,0.655,2011-06-28,8.0,2,tt4610754,The Perfect Man,2015.0,92.0,Romance,,,14,"Jun 17, 2005",10000000,16535005,19535005,6
The Perfect Match,17829,"[35, 10749]",378200,en,6.875,2016-03-11,5.5,78,tt3444696,The Perfect Match,2013.0,87.0,Biography,Documentary,Family,22,"Mar 11, 2016",5000000,9669521,10182050,3
The Perfect Match,17829,"[35, 10749]",378200,en,6.875,2016-03-11,5.5,78,tt3827944,The Perfect Match,2010.0,87.0,Romance,,,22,"Mar 11, 2016",5000000,9669521,10182050,3
The Perfect Match,17829,"[35, 10749]",378200,en,6.875,2016-03-11,5.5,78,tt4871980,The Perfect Match,2016.0,96.0,Comedy,Romance,,22,"Mar 11, 2016",5000000,9669521,10182050,3
The Perks of Being a Wallflower,5222,[18],84892,en,15.148,2012-09-21,7.8,5938,tt1659337,The Perks of Being a Wallflower,2012.0,103.0,Drama,,,77,"Sep 21, 2012",13000000,17742948,33069303,9
The Place Beyond the Pines,7960,"[18, 80]",97367,en,12.96,2013-03-27,6.9,2781,tt1817273,The Place Beyond the Pines,2012.0,140.0,Crime,Drama,Thriller,67,"Mar 29, 2013",15000000,21403519,47011449,3
The Pledge,4774,[18],232036,en,0.6,2011-08-01,6.0,1,tt1878917,The Pledge,2011.0,118.0,Drama,Family,,7,"Jan 19, 2001",45000000,19719930,29406132,8
The Possession,5345,"[27, 53]",77883,en,8.978,2012-08-31,5.9,918,tt0431021,The Possession,2012.0,92.0,Horror,Mystery,Thriller,81,"Aug 31, 2012",14000000,49130588,82925064,8
The Possession of Hannah Grace,23898,"[27, 18]",434555,en,20.262999999999998,2018-11-30,5.1,393,tt5734576,The Possession of Hannah Grace,2018.0,86.0,Horror,Mystery,Thriller,37,"Nov 30, 2018",6000000,14836174,42785387,11
The Post,20700,"[18, 36]",446354,en,15.550999999999998,2017-12-22,7.0,2506,tt6294822,The Post,2017.0,116.0,Biography,Drama,History,9,"Dec 22, 2017",50000000,81903458,179748880,12
The Predator,23846,"[878, 28, 53, 12, 27]",346910,en,29.473000000000003,2018-09-14,5.2,2018,tt3829266,The Predator,2018.0,107.0,Action,Adventure,Sci-Fi,84,"Sep 14, 2018",88000000,51024708,159487563,9
The Prince,11114,"[53, 28]",241254,en,12.324000000000002,2014-08-22,4.8,317,tt1085492,The Prince,2014.0,93.0,Action,Thriller,,53,"Aug 22, 2014",18000000,0,0,8
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt10013288,The Promise,2017.0,86.18724706088021,Drama,,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt4192918,The Promise,2017.0,86.18724706088021,Comedy,,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt4776998,The Promise,2016.0,133.0,Drama,History,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt5609150,The Promise,2016.0,74.0,Documentary,,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt6072400,The Promise,2016.0,90.0,Thriller,,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt6745888,The Promise,2018.0,86.18724706088021,Action,,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt6825024,The Promise,2019.0,62.0,Comedy,Drama,Romance,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Promise,10075,[],408852,en,0.6,2013-10-16,9.0,1,tt9889072,The Promise,2017.0,86.18724706088021,Drama,,,78,"Apr 21, 2017",90000000,8224288,10551417,10
The Purge,7888,"[878, 27, 53]",158015,en,24.364,2013-06-06,6.2,4797,tt2184339,The Purge,2013.0,85.0,Horror,Thriller,,67,"Jun 7, 2013",3000000,64473115,91266581,6
The Purge: Anarchy,11033,"[27, 53]",238636,en,28.424,2014-07-18,6.6,3754,tt2975578,The Purge: Anarchy,2014.0,103.0,Action,Horror,Sci-Fi,71,"Jul 18, 2014",9000000,71562550,111534881,7
The Purge: Election Year,17415,"[28, 27, 53]",316727,en,18.975,2016-07-01,6.3,2900,tt4094724,The Purge: Election Year,2016.0,108.0,Action,Horror,Sci-Fi,42,"Jul 1, 2016",10000000,79042440,118514727,7
The Railway Man,11197,"[18, 36]",127560,en,9.582,2014-04-11,6.9,408,tt2058107,The Railway Man,2013.0,116.0,Biography,Drama,Romance,33,"Apr 11, 2014",18000000,4438438,23910210,4
The Raven,2156,"[27, 28, 53, 878]",45168,en,0.6,2010-04-20,5.9,5,tt1486192,The Raven,2012.0,110.0,Crime,Mystery,Thriller,45,"Apr 27, 2012",26000000,16008272,30601801,4
The Reef,436,"[18, 27, 53]",49787,en,5.172999999999999,2010-05-15,5.6,264,tt1320291,The Reef,2010.0,94.0,Adventure,Drama,Horror,33,"Dec 31, 2010",10000000,0,15037867,5
The Reluctant Fundamentalist,8171,[53],121677,en,7.46,2013-03-17,6.7,120,tt2032557,The Reluctant Fundamentalist,2012.0,130.0,Drama,Thriller,,42,"Apr 26, 2013",15000000,528731,528731,3
The Resurrection of Gavin Stone,22113,"[35, 18]",422114,en,1.5090000000000001,2017-01-20,6.7,10,tt4902904,The Resurrection of Gavin Stone,2016.0,91.0,Comedy,Drama,Family,26,"Jan 20, 2017",2000000,2303792,2303792,1
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt2219720,The Return,2012.0,16.0,Documentary,History,Western,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt3387284,The Return,2014.0,83.0,Documentary,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt4093816,The Return,2015.0,92.0,Crime,Mystery,Thriller,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt4215170,The Return,2014.0,86.18724706088021,Horror,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt4523246,The Return,2015.0,55.0,Horror,Mystery,Thriller,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt4665626,The Return,2015.0,100.0,Adventure,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt4991702,The Return,2015.0,80.0,Drama,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt5368500,The Return,2017.0,81.0,Drama,Family,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt5591342,The Return,2016.0,84.0,Documentary,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt5903890,The Return,2016.0,86.18724706088021,Documentary,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt5967956,The Return,2016.0,52.0,Documentary,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt6058084,The Return,2018.0,85.0,Documentary,Drama,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt6100724,The Return,2016.0,105.0,Action,Crime,Drama,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt6673098,The Return,2017.0,78.0,Action,Documentary,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt7123880,The Return,2017.0,96.0,Drama,Family,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Return,20175,[99],390311,en,0.6,2016-04-17,7.0,2,tt9664284,The Return,2018.0,86.18724706088021,Drama,,,43,"Feb 6, 2004",15000000,501752,5953886,4
The Revenant,14203,"[37, 18, 12]",281957,en,19.41,2015-12-25,7.4,11064,tt1663202,The Revenant,2015.0,156.0,Action,Adventure,Biography,27,"Dec 25, 2015",135000000,183637894,532938302,12
The Revenant,14203,"[37, 18, 12]",281957,en,19.41,2015-12-25,7.4,11064,tt3300078,The Revenant,2012.0,80.0,Horror,,,27,"Dec 25, 2015",135000000,183637894,532938302,12
The Ridiculous 6,14313,"[35, 37]",347969,en,10.187000000000001,2015-12-11,5.0,676,tt2479478,The Ridiculous 6,2015.0,119.0,Comedy,Western,,52,"Dec 11, 2015",60000000,0,0,12
The Rise of the Krays,14950,[80],356216,en,3.322,2015-08-29,4.8,26,tt2945796,The Rise of the Krays,2015.0,110.0,Crime,Drama,,50,"Feb 2, 2016",2500000,0,0,8
The Rite,2645,"[18, 53, 27]",48171,en,9.676,2011-01-28,5.9,994,tt1161864,The Rite,2011.0,114.0,Drama,Horror,Mystery,100,"Jan 28, 2011",37000000,33047633,97143987,1
The Road,5849,"[80, 27, 53]",97794,tl,2.948,2012-05-11,5.1,24,tt1954974,The Road,2011.0,43.0,Adventure,Documentary,War,94,"Nov 25, 2009",25000000,8114270,29206732,5
